Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,3,Y,Yes,18,3,3,0,8,2,3,2,2,2,2,No
45,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,1,Y,No,12,3,1,3,10,4,3,10,8,7,7,No
35,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,0,Y,No,23,4,1,2,6,5,3,5,3,4,2,No
32,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,3,Y,No,12,3,1,1,12,2,3,7,1,2,5,No
36,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,3,Y,Yes,21,4,4,0,7,3,2,3,2,1,2,No
48,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,8,Y,No,14,3,3,1,18,2,3,8,7,7,7,No
29,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,6,Y,No,18,3,1,2,5,2,2,1,0,0,0,No
33,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,2,Y,No,13,3,4,1,8,6,1,2,2,2,2,No
30,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,1,Y,No,11,3,4,1,10,4,3,10,8,6,7,Yes
38,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,3,Y,No,11,3,3,0,10,2,3,6,3,1,2,No
35,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,1,Y,No,19,3,2,0,3,3,3,3,0,1,2,No
30,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,3,Y,No,12,3,2,1,9,3,3,4,2,1,3,No
35,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,1,Y,Yes,12,3,4,1,1,2,3,1,0,0,0,Yes
53,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,0,Y,No,16,3,2,1,34,4,3,33,7,1,9,Yes
38,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,4,Y,No,11,3,1,2,7,2,3,5,2,1,4,Yes
32,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,4,Y,No,14,3,2,1,9,3,2,6,5,1,2,No
48,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,8,Y,No,12,3,4,1,10,3,2,8,2,7,6,No
34,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,1,Y,No,13,3,3,0,1,4,1,1,0,0,0,No
55,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,1,Y,No,21,4,3,1,36,3,3,36,6,2,13,No
34,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,9,Y,No,17,3,2,1,9,3,2,2,2,2,1,No
26,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,1,Y,No,21,4,1,0,1,5,3,1,0,0,0,No
38,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,0,Y,No,11,3,4,1,10,3,3,9,8,7,7,No
38,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,2,Y,No,12,3,2,0,8,5,4,3,2,1,2,No
36,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,6,Y,No,13,3,1,0,15,5,3,1,0,0,0,No
29,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,0,10,3,3,10,9,1,5,No
35,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,3,Y,Yes,16,3,3,0,10,4,3,5,2,0,4,No
39,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,2,Y,No,11,3,1,1,11,3,3,7,6,7,6,No
29,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,1,Y,No,19,3,4,1,6,0,4,6,4,1,3,No
50,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,4,Y,Yes,16,3,3,1,27,2,3,1,0,0,0,No
23,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,2,Y,No,16,3,4,1,4,2,3,2,2,2,2,No
36,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,3,Y,Yes,13,3,4,1,9,3,3,3,2,0,2,No
42,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,8,Y,No,22,4,4,0,24,2,3,1,0,0,1,No
35,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,1,Y,No,17,3,4,2,10,3,2,10,9,6,8,No
34,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,1,Y,No,14,3,2,1,8,3,2,8,2,7,7,No
40,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,1,Y,No,15,3,3,1,5,2,3,5,4,1,2,No
43,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5,Y,No,12,3,3,1,8,0,3,6,4,0,2,No
35,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,1,Y,No,18,3,4,1,1,5,2,1,0,0,1,No
46,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,1,Y,No,15,3,2,0,27,5,1,26,0,0,12,No
28,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,1,Y,Yes,17,3,3,3,1,3,3,1,1,0,0,Yes
22,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,1,Y,Yes,14,3,2,0,4,2,2,4,2,1,3,No
50,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,2,Y,Yes,15,3,3,1,32,3,3,30,8,12,13,No
32,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,3,Y,No,17,3,4,2,6,3,3,3,2,0,2,No
44,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,0,Y,Yes,14,3,4,1,23,4,2,22,7,1,10,No
30,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,1,Y,No,12,3,2,1,6,3,2,6,4,1,1,No
45,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,1,0,10,3,3,10,7,1,4,No
45,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,1,Y,No,15,3,1,1,10,2,3,10,7,4,5,No
31,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,7,Y,No,13,3,4,0,10,3,3,5,2,0,3,No
36,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,9,Y,Yes,12,3,2,2,7,2,3,3,2,1,1,No
34,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,1,Y,No,13,3,1,1,9,3,3,9,7,7,2,No
49,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,1,Y,No,14,3,4,1,10,3,2,9,6,1,4,No
39,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,2,Y,No,13,3,4,3,10,3,3,7,7,7,7,No
27,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,2,7,3,3,7,7,0,7,No
35,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,1,Y,No,11,3,4,0,16,2,3,16,15,1,10,No
28,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,0,Y,No,21,4,2,1,6,5,2,5,3,0,0,No
21,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,1,Y,No,18,3,3,0,3,2,3,2,2,2,2,No
18,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,1,Y,Yes,12,3,3,0,0,2,4,0,0,0,0,Yes
47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,1,27,2,3,5,2,1,0,No
39,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,3,4,1,11,3,3,10,8,0,7,No
40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,1,Y,No,13,3,4,2,18,2,3,18,15,14,12,No
35,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,4,1,15,5,3,14,11,2,9,No
37,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,3,Y,No,17,3,1,3,9,2,2,4,3,0,2,No
39,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,0,Y,No,13,3,4,0,10,2,1,9,2,3,8,No
45,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,3,1,2,10,3,3,10,7,3,9,No
38,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,3,Y,Yes,19,3,4,1,10,6,4,5,4,0,2,No
35,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,3,0,15,3,3,13,12,6,0,Yes
37,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,1,Y,No,11,3,1,1,8,2,1,8,4,7,7,No
40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,6,Y,Yes,15,3,4,0,18,2,2,4,2,3,3,No
44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,4,Y,Yes,11,3,3,0,14,3,3,10,7,0,2,No
48,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,2,Y,No,25,4,2,1,23,3,3,2,2,2,2,No
35,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,6,Y,Yes,14,3,4,2,7,2,2,2,2,2,2,Yes
24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,1,Y,Yes,13,3,3,0,6,2,3,6,3,1,3,No
27,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,7,Y,No,17,3,1,0,5,0,3,3,2,0,2,No
27,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,2,Y,No,13,3,3,0,6,0,2,4,2,1,2,No
40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3,Y,Yes,14,3,2,0,10,3,1,4,2,0,3,Yes
29,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,9,Y,No,11,3,3,0,8,2,3,5,2,1,4,No
36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,4,Y,No,12,3,3,2,9,6,3,3,2,0,2,No
25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,1,Y,No,17,3,3,2,7,6,3,7,7,0,7,No
39,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,4,Y,No,21,4,3,0,7,3,3,5,4,1,0,No
49,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3,Y,No,16,3,2,2,27,2,3,4,2,1,2,No
50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,3,19,3,3,14,11,1,11,No
20,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,1,Y,No,19,3,1,0,2,3,3,2,2,2,2,No
34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,1,Y,No,12,3,3,1,11,2,3,11,8,7,9,No
36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,2,Y,No,11,3,3,0,15,4,3,4,3,1,3,No
49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,2,Y,Yes,19,3,2,1,30,3,3,15,11,2,12,No
36,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,0,Y,No,15,3,3,0,4,6,3,3,2,1,2,No
36,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,6,Y,No,20,4,1,1,13,3,3,5,4,0,4,No
54,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,3,Y,No,25,4,3,1,36,6,3,10,8,4,7,No
43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,1,Y,No,24,4,1,1,14,3,3,14,10,6,11,No
35,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,3,Y,Yes,24,4,1,0,13,2,4,11,9,6,7,Yes
38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,4,2,19,4,4,13,11,2,9,No
29,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,1,Y,Yes,13,3,2,1,10,3,2,10,0,0,9,No
33,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,1,Y,No,14,3,3,2,6,5,3,6,2,0,4,No
32,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,0,Y,No,13,3,3,2,10,4,2,9,5,1,6,No
31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,1,Y,No,11,3,1,2,10,2,3,10,0,0,2,No
49,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,1,17,2,2,2,2,2,2,No
38,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,1,Y,No,22,4,2,0,4,3,3,4,3,3,3,No
47,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,6,Y,No,14,3,3,3,29,2,3,3,2,1,2,No
49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,4,Y,No,14,3,1,0,23,2,3,8,7,0,0,No
41,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,3,Y,Yes,16,3,4,0,21,2,3,2,0,0,2,No
20,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,1,Y,No,11,3,1,0,2,3,3,2,2,0,2,No
33,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,1,Y,Yes,25,4,3,1,7,2,3,6,5,1,2,No
36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,2,10,2,2,3,2,0,2,No
44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4,Y,Yes,18,3,1,3,8,2,3,2,2,2,2,No
23,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,1,Y,Yes,11,3,1,0,5,2,3,5,4,1,2,Yes
38,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,7,Y,No,19,3,4,1,7,5,2,0,0,0,0,No
53,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3,Y,No,15,3,3,0,11,2,3,4,3,1,2,No
48,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,2,Y,Yes,11,3,3,2,19,3,3,9,7,7,7,Yes
32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,0,1,2,3,1,0,0,0,Yes
26,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,1,Y,No,20,4,3,0,7,5,3,7,7,5,7,No
55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,5,Y,No,12,3,4,1,8,1,3,4,2,1,2,No
34,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,1,Y,No,14,3,3,1,15,3,4,15,10,4,13,No
60,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,3,Y,No,20,4,3,1,19,2,4,1,0,0,0,No
33,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,4,3,14,6,3,14,11,2,13,No
37,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,1,Y,No,14,3,3,2,6,2,2,6,3,1,3,No
34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,0,10,3,3,10,9,8,7,No
23,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,1,Y,Yes,21,4,2,1,3,2,3,3,2,0,2,Yes
44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,1,Y,Yes,19,3,2,1,9,2,3,8,7,6,7,No
35,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,0,Y,Yes,14,3,3,0,6,2,4,5,4,1,4,No
43,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,1,Y,Yes,17,3,1,1,10,3,3,10,9,8,8,No
24,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,1,Y,No,16,3,4,1,5,1,3,5,3,0,4,No
41,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,1,Y,No,12,3,2,0,10,3,3,10,8,8,7,No
29,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,9,Y,No,17,3,3,1,9,2,3,5,3,1,2,No
36,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,0,17,2,2,13,7,6,7,No
45,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3,Y,No,23,4,4,1,25,3,2,23,15,14,4,No
24,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,1,Y,No,11,3,3,1,1,2,3,1,0,0,0,Yes
47,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,7,Y,No,11,3,3,0,25,3,1,23,5,14,10,Yes
26,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,1,Y,No,15,3,3,3,3,3,4,3,2,0,2,No
45,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,1,Y,No,11,3,3,0,21,2,3,21,6,8,6,No
32,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,6,Y,No,13,3,1,1,10,3,2,5,2,1,3,No
31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,1,Y,No,14,3,4,1,6,2,4,5,2,0,3,No
41,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,6,Y,No,19,3,2,1,10,4,3,3,2,1,2,No
40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,2,Y,Yes,16,3,2,1,18,3,3,1,0,0,0,No
24,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,1,Y,No,13,3,2,3,6,2,4,6,2,1,2,No
46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,0,19,3,3,10,7,0,9,No
35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,1,17,3,3,7,7,0,7,No
30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,1,10,2,2,10,0,0,8,No
47,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,7,Y,No,11,3,4,1,4,3,1,1,0,0,0,No
46,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,4,Y,Yes,12,3,2,1,13,5,2,10,6,0,3,No
36,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5,Y,Yes,13,3,2,3,16,3,3,2,2,2,2,Yes
32,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,6,Y,No,15,3,2,0,10,2,3,0,0,0,0,Yes
23,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,1,Y,No,13,3,3,0,3,3,1,3,2,1,2,No
31,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,2,Y,No,20,4,4,0,9,3,2,5,4,1,4,No
39,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,1,Y,Yes,15,3,4,1,9,2,3,9,8,5,8,No
32,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3,Y,No,13,3,3,1,10,2,1,4,3,0,2,No
40,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,1,Y,No,14,3,2,0,21,3,2,21,8,12,8,No
45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,4,Y,No,21,4,3,2,9,2,4,5,0,0,3,No
30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,0,Y,No,16,3,4,0,10,2,3,9,7,0,7,No
24,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,0,Y,No,14,3,4,1,3,2,3,2,2,2,1,No
30,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,6,Y,No,11,3,3,1,6,0,2,4,2,1,2,Yes
31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,1,Y,No,19,3,3,1,6,3,3,5,2,0,2,No
27,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,1,Y,No,11,3,3,0,6,5,2,6,2,1,4,No
29,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,0,2,3,3,2,2,2,2,Yes
29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,8,Y,Yes,12,3,4,0,10,5,4,3,2,0,2,No
30,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,2,Y,No,11,3,1,1,12,2,3,7,7,1,7,No
34,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,0,Y,Yes,14,3,1,3,6,3,3,5,0,1,2,No
33,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,8,Y,No,15,3,4,0,13,2,2,11,7,1,7,No
49,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,3,Y,No,12,3,3,0,8,1,4,5,1,0,4,No
33,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,2,Y,Yes,20,4,3,0,11,2,2,0,0,0,0,Yes
